,GEOID,households
1237,4705991010.0,767
1238,4705991010.0,648
1239,4705991010.0,502
1240,4705991010.0,674
1241,4705991010.0,542
1242,4705990060.0,556
1243,4705990060.0,587
1244,4705990060.0,688
1245,4705990060.0,656
1246,4706190062.0,412
1247,4706190062.0,746
1248,4706190062.0,402
1249,4706190062.0,280
1250,4706190252.0,348
1251,4706190062.0,598
1252,4706190252.0,684
1253,4706190442.0,804
1254,4706190252.0,576
1255,4706190252.0,471
1256,4706190442.0,602
1257,4706391204.0,819
1258,4706391204.0,376
1259,4706390254.0,566
1260,4706390254.0,809
1261,4706390444.0,755
1262,4706390444.0,835
1263,4706390634.0,743
1264,4706391964.0,642
1265,4706390634.0,589
1266,4706390064.0,344
1267,4706390064.0,620
1268,4706390064.0,407
1269,4706390064.0,335
1270,4706390064.0,611
1271,4706390824.0,595
1272,4706391014.0,667
1273,4706391584.0,580
1274,4706391394.0,761
1275,4706391204.0,736
1276,4706391204.0,570
1277,4706391204.0,366
1278,4706391394.0,658
1279,4706390444.0,641
1280,4706391774.0,464
1281,4706391774.0,620
1282,4706391964.0,685
1283,4706391964.0,573
1284,4706390824.0,497
1285,4706392534.0,573
1286,4706392154.0,855
1287,4706391584.0,548
1288,4706391584.0,280
1289,4706391584.0,717
1290,4706391774.0,597
1291,4706391964.0,357
1292,4706392154.0,358
1293,4706392344.0,757
1294,4706392344.0,622
1295,4706392534.0,294
1296,4706392534.0,802
1297,4706392154.0,741
1298,4706392344.0,653
1299,4706590636.0,704
1300,4706590636.0,617
1301,4706591016.0,451
1302,4706591016.0,758
1303,4706591016.0,512
1304,4706591016.0,352
1305,4706591016.0,276
1306,4706591016.0,597
1307,4706590256.0,773
1308,4706591016.0,725
1309,4706590636.0,403
1310,4706590636.0,383
1311,4706590826.0,671
1312,4706590826.0,247
1313,4706590636.0,443
1314,4706590636.0,487
1315,4706590636.0,192
1316,4706590636.0,392
1317,4706590636.0,304
1318,4706591016.0,1753
1319,4706591016.0,624
1320,4706591016.0,669
1321,4706590636.0,647
1322,4706590636.0,303
1323,4706590636.0,815
1324,4706591016.0,607
1325,4706590636.0,188
1326,4706590636.0,549
1327,4706591396.0,413
1328,4706590636.0,303
1329,4706590636.0,345
1330,4706590636.0,446
1331,4706591396.0,526
1332,4706590636.0,898
1333,4706590636.0,491
1334,4706590636.0,271
1335,4706590636.0,234
1336,4706590636.0,261
1337,4706591396.0,526
1338,4706591396.0,587
1339,4706591396.0,837
1340,4706590826.0,629
1341,4706590826.0,569
1342,4706590826.0,387
1343,4706591396.0,634
1344,4706591016.0,1026
1345,4706590826.0,443
1346,4706590826.0,316
1347,4706590826.0,531
1348,4706590826.0,518
1349,4706590826.0,415
1350,4706590826.0,488
1351,4706590826.0,460
1352,4706590826.0,501
1353,4706590826.0,470
1354,4706590826.0,809
1355,4706591396.0,784
1356,4706591396.0,691
1357,4706591586.0,944
1358,4706591586.0,852
1359,4706591586.0,552
1360,4706591586.0,556
1361,4706591586.0,879
1362,4706591586.0,443
1363,4706591586.0,386
1364,4706591586.0,474
1365,4706591586.0,336
1366,4706590066.0,470
1367,4706590066.0,314
1368,4706590066.0,629
1369,4706590066.0,415
1370,4706590066.0,357
1371,4706590066.0,488
1372,4706590066.0,485
1373,4706590066.0,119
1374,4706590066.0,1041
1375,4706590446.0,613
1376,4706590066.0,501
1377,4706590066.0,606
1378,4706590066.0,281
1379,4706590066.0,1215
1380,4706590066.0,448
1381,4706590066.0,992
1382,4706590066.0,456
1383,4706590066.0,611
1384,4706590066.0,654
1385,4706590066.0,723
1386,4706590446.0,1247
1387,4706590446.0,449
1388,4706590446.0,599
1389,4706590446.0,343
1390,4706590066.0,625
1391,4706590446.0,321
1392,4706590446.0,451
1393,4706590446.0,595
1394,4706590446.0,939
1395,4706590446.0,513
1396,4706590446.0,1044
1397,4706590446.0,474
1398,4706590446.0,831
1399,4706590446.0,753
1400,4706590446.0,1201
1401,4706590446.0,758
1402,4706590446.0,356
1403,4706590446.0,968
1404,4706590446.0,884
1405,4706590446.0,445
1406,4706590446.0,378
1407,4706590446.0,508
1408,4706590066.0,819
1409,4706590256.0,1047
1410,4706590066.0,499
1411,4706590066.0,1067
1412,4706590256.0,285
1413,4706590446.0,516
1414,4706590446.0,579
1415,4706590256.0,300
1416,4706590256.0,391
1417,4706590256.0,756
1418,4706590256.0,535
1419,4706590256.0,498
1420,4706590256.0,403
1421,4706590256.0,329
1422,4706590256.0,539
1423,4706590256.0,495
1424,4706591016.0,473
1425,4706591016.0,545
1426,4706590256.0,382
1427,4706591016.0,546
1428,4706591016.0,709
1429,4706591016.0,501
1430,4706590256.0,381
1431,4706591016.0,1107
1432,4706590256.0,437
1433,4706590256.0,652
1434,4706590256.0,384
1435,4706590256.0,827
1436,4706590256.0,1294
1437,4706590066.0,814
1438,4706590256.0,1043
1439,4706590256.0,332
1440,4706590256.0,876
1441,4706590256.0,401
1442,4706590256.0,1018
1443,4706590256.0,792
1444,4706590256.0,925
1445,4706591586.0,807
1446,4706591586.0,563
1447,4706591586.0,987
1448,4706591586.0,832
1449,4706591586.0,860
1450,4706591206.0,585
1451,4706591206.0,698
1452,4706591206.0,586
1453,4706591586.0,795
1454,4706591206.0,335
1455,4706591206.0,674
1456,4706591206.0,434
1457,4706591206.0,536
1458,4706591206.0,281
1459,4706591206.0,395
1460,4706591586.0,989
1461,4706591206.0,1255
1462,4706591206.0,472
1463,4706591206.0,1078
1464,4706591206.0,333
1465,4706591206.0,514
1466,4706591206.0,762
1467,4706591206.0,710
1468,4706591396.0,1195
1469,4706591396.0,1255
1470,4706591206.0,950
1471,4706591206.0,299
1472,4706591206.0,596
1473,4706591206.0,908
1474,4706591206.0,573
1475,4706591206.0,465
1476,4706591206.0,338
1477,4706591206.0,851
1478,4706591206.0,1281
1479,4706591206.0,393
1480,4706591206.0,724
1481,4706590826.0,802
1482,4706590826.0,621
1483,4706590826.0,589
1484,4706590826.0,606
1485,4706590636.0,412
1486,4706590636.0,643
1487,4706590636.0,817
1488,4706591586.0,369
1489,4706591586.0,456
1490,4706591586.0,779
1491,4706591586.0,901
1492,4706591586.0,610
1493,4706591396.0,1274
1494,4706590826.0,969
1495,4706591206.0,818
1496,4706590826.0,346
1497,4706590826.0,860
1498,4706590826.0,691
1499,4706590826.0,943
1500,4706590826.0,310
1501,4706590826.0,1086
1502,4706591396.0,496
1503,4706591396.0,882
1504,4706591396.0,901
1505,4706591586.0,836
1506,4706591586.0,224
1507,4706591586.0,874
1508,4706591586.0,1166
1509,4706591396.0,395
1510,4706591396.0,361
1511,4706591396.0,538
1512,4706591396.0,308
1513,4706591396.0,376
1514,4706591396.0,710
1515,4706591396.0,463
1516,4706591396.0,405
1517,4706591396.0,671
1518,4706591396.0,500
1519,4706591396.0,582
1520,4706591396.0,373
1521,4706591396.0,333
1522,4706591396.0,587
1523,4706591396.0,617
1524,4706591396.0,468
1525,4706591396.0,314
1526,4706591396.0,486
1527,4706591016.0,389
1528,4706591016.0,385
1529,4706591016.0,640
1530,4706591016.0,256
1531,4706591016.0,604
1532,4706591016.0,629
1533,4706591016.0,429
1534,4706590826.0,431
1535,4706590636.0,416
1536,4706590636.0,435
1537,4706590636.0,167
1538,4706590636.0,509
1539,4706590826.0,920
1540,4706590826.0,355
1541,4706591016.0,215
1542,4706591016.0,284
1543,4706591016.0,645
1544,4706590826.0,0
1545,4706590826.0,0
1546,4706790638.0,326
1547,4706790068.0,901
1548,4706790448.0,422
1549,4706791208.0,834
1550,4706790828.0,303
1551,4706991400.0,375
1552,4706991210.0,581
1553,4706991210.0,526
1554,4706990070.0,246
1555,4706990450.0,501
1556,4706990070.0,408
1557,4706990450.0,0
1558,4706990070.0,900
1559,4706990070.0,527
1560,4706990260.0,371
1561,4706990260.0,478
1562,4706991210.0,914
1563,4706990640.0,365
1564,4706990830.0,588
1565,4706991020.0,723
1566,4706990830.0,459
1567,4706990830.0,611
1568,4706990830.0,435
1569,4707191022.0,739
1570,4707191022.0,734
1571,4707190832.0,495
1572,4707190832.0,285
1573,4707190642.0,565
1574,4707190642.0,579
1575,4707191402.0,794
1576,4707191782.0,423
1577,4707191402.0,246
1578,4707190072.0,377
1579,4707191592.0,662
1580,4707191592.0,722
1581,4707191592.0,326
1582,4707191212.0,847
1583,4707191212.0,627
1584,4707190262.0,767
1585,4707190642.0,465
1586,4707190452.0,368
1587,4707190452.0,629
1588,4707391024.0,854
1589,4707391024.0,700
1590,4707391024.0,354
1591,4707391024.0,489
1592,4707390644.0,626
1593,4707391024.0,536
1594,4707390834.0,605
1595,4707390834.0,584
1596,4707390834.0,717
1597,4707390834.0,554
1598,4707391214.0,540
1599,4707391214.0,449
1600,4707390644.0,951
1601,4707390454.0,719
1602,4707390644.0,664
1603,4707390454.0,765
1604,4707390454.0,928
1605,4707390454.0,855
1606,4707390454.0,528
1607,4707390264.0,1007
1608,4707390264.0,1016
1609,4707390454.0,437
1610,4707390074.0,896
1611,4707390074.0,350
1612,4707390454.0,818
1613,4707390074.0,635
1614,4707390074.0,452
1615,4707390074.0,701
1616,4707390644.0,546
1617,4707390264.0,513
1618,4707390644.0,434
1619,4707391214.0,590
1620,4707391214.0,838
1621,4707391214.0,512
1622,4707391214.0,554
1623,4707391214.0,639
1624,4707590266.0,553
1625,4707591216.0,470
1626,4707590836.0,379
1627,4707591596.0,266
1628,4707590836.0,505
1629,4707590076.0,459
1630,4707590836.0,890
1631,4707590266.0,482
1632,4707591026.0,669
1633,4707591216.0,761
1634,4707591596.0,509
1635,4707590456.0,335
1636,4707591406.0,399
1637,4707591406.0,393
1638,4707591596.0,259
1639,4707790458.0,471
1640,4707790458.0,655
1641,4707790078.0,731
1642,4707790078.0,780
1643,4707790268.0,955
1644,4707790268.0,621
1645,4707790268.0,585
1646,4707791028.0,826
1647,4707791028.0,320
1648,4707791028.0,678
1649,4707790458.0,1212
1650,4707790648.0,250
1651,4707790838.0,465
1652,4707790838.0,302
1653,4707790838.0,640
1654,4707790458.0,252
1655,4707791218.0,442
1656,4707791218.0,628
1657,4707791218.0,524
1658,4707990460.0,561
1659,4707990080.0,511
1660,4707990460.0,431
1661,4707990460.0,605
1662,4707990080.0,446
1663,4707990080.0,404
1664,4707990080.0,336
1665,4707990080.0,314
1666,4707990080.0,367
1667,4707990080.0,295
1668,4707990650.0,463
1669,4707990650.0,227
1670,4707990650.0,369
1671,4707990650.0,601
1672,4707990650.0,310
1673,4707990840.0,337
1674,4707990840.0,519
1675,4707990840.0,808
1676,4707990840.0,725
1677,4707990080.0,526
1678,4707990460.0,742
1679,4707990460.0,904
1680,4707990270.0,506
1681,4707990270.0,479
1682,4707990270.0,458
1683,4707990460.0,554
1684,4707990270.0,499
1685,4707990270.0,468
1686,4708190652.0,1111
1687,4708190842.0,967
1688,4708190462.0,846
1689,4708190462.0,391
1690,4708190462.0,816
1691,4708190652.0,582
1692,4708190842.0,612
1693,4708191222.0,580
1694,4708191032.0,775
1695,4708191222.0,759
1696,4708190842.0,393
1697,4708191222.0,432
1698,4708191222.0,408
1699,4708190082.0,485
1700,4708390844.0,563
1701,4708391224.0,684
1702,4708390654.0,485
1703,4708391034.0,276
1704,4708390084.0,421
1705,4708390084.0,494
1706,4708390084.0,282
1707,4708591226.0,646
1708,4708591226.0,474
1709,4708591036.0,485
1710,4708591036.0,515
1711,4708590086.0,358
1712,4708590086.0,417
1713,4708590086.0,421
1714,4708590276.0,633
1715,4708590276.0,432
1716,4708590846.0,313
1717,4708590846.0,543
1718,4708590846.0,423
1719,4708590846.0,621
1720,4708590086.0,212
1721,4708590656.0,420
1722,4708590656.0,651
1723,4708791038.0,393
1724,4708791038.0,391
1725,4708790848.0,524
1726,4708790848.0,432
1727,4708790658.0,928
1728,4708790468.0,608
1729,4708790088.0,292
1730,4708790088.0,368
1731,4708790278.0,792
1732,4708990470.0,278
1733,4708990470.0,577
1734,4708990470.0,984
1735,4708990470.0,723
1736,4708990470.0,277
1737,4708991610.0,519
1738,4708991610.0,641
1739,4708991610.0,725
1740,4708991800.0,686
1741,4708991800.0,580
1742,4708991800.0,441
1743,4708990660.0,332
1744,4708990660.0,623
1745,4708991230.0,670
1746,4708991230.0,812
1747,4708991230.0,603
1748,4708991040.0,969
1749,4708991040.0,577
1750,4708990660.0,448
1751,4708990850.0,829
1752,4708990850.0,633
1753,4708990090.0,833
1754,4708991610.0,724
1755,4708990850.0,582
1756,4708990090.0,835
1757,4708990280.0,950
1758,4708991230.0,496
1759,4708990280.0,746
1760,4708990280.0,826
1761,4708991420.0,752
1762,4708991420.0,944
1763,4708991420.0,275
1764,4709191042.0,470
1765,4709190852.0,570
1766,4709190662.0,515
1767,4709190662.0,653
1768,4709190472.0,455
1769,4709190472.0,907
1770,4709190282.0,746
1771,4709190852.0,710
1772,4709190472.0,459
1773,4709190282.0,428
1774,4709190092.0,647
1775,4709190092.0,495
1776,4709390094.0,1409
1777,4709391614.0,691
1778,4709391614.0,411
1779,4709391614.0,496
1780,4709391614.0,12
1781,4709391614.0,33
1782,4709391614.0,193
1783,4709390094.0,333
1784,4709390094.0,297
1785,4709390094.0,406
1786,4709390284.0,568
1787,4709390284.0,476
1788,4709390284.0,409
1789,4709390284.0,752
1790,4709390284.0,797
1791,4709390284.0,775
1792,4709390284.0,419
1793,4709390284.0,508
1794,4709390284.0,589
1795,4709390094.0,709
1796,4709390094.0,477
1797,4709390094.0,513
1798,4709390094.0,389
1799,4709390094.0,504
1800,4709390094.0,629
1801,4709391614.0,583
1802,4709391614.0,862
1803,4709391614.0,322
1804,4709391614.0,833
1805,4709391614.0,673
1806,4709391614.0,720
1807,4709391614.0,912
1808,4709390664.0,497
1809,4709390094.0,604
1810,4709390094.0,467
1811,4709390094.0,548
1812,4709390094.0,1015
1813,4709390094.0,1096
1814,4709390284.0,840
1815,4709390284.0,685
1816,4709390284.0,786
1817,4709390284.0,713
1818,4709390284.0,828
1819,4709390094.0,773
1820,4709390094.0,456
1821,4709390094.0,752
1822,4709390094.0,704
1823,4709390094.0,931
1824,4709391614.0,751
1825,4709391614.0,1039
1826,4709391614.0,1178
1827,4709391614.0,703
1828,4709391614.0,452
1829,4709390664.0,1024
1830,4709390664.0,192
1831,4709390664.0,353
1832,4709390664.0,682
1833,4709390664.0,449
1834,4709390094.0,1090
1835,4709390474.0,694
1836,4709390474.0,717
1837,4709391044.0,934
1838,4709390474.0,830
1839,4709390284.0,473
1840,4709390474.0,929
1841,4709390284.0,1286
1842,4709390284.0,1040
1843,4709390284.0,1022
1844,4709390284.0,994
1845,4709390284.0,635
1846,4709390284.0,890
1847,4709390284.0,602
1848,4709390284.0,782
1849,4709390664.0,993
1850,4709390664.0,1301
1851,4709390664.0,934
1852,4709390664.0,1084
1853,4709390664.0,625
1854,4709390664.0,700
1855,4709390664.0,1296
1856,4709390664.0,911
1857,4709390664.0,1127
1858,4709390664.0,611
1859,4709390664.0,713
1860,4709391044.0,919
1861,4709391044.0,944
1862,4709390474.0,842
1863,4709391044.0,988
1864,4709390474.0,1259
1865,4709390474.0,691
1866,4709390474.0,495
1867,4709390474.0,939
1868,4709390474.0,465
1869,4709390474.0,954
1870,4709390474.0,867
1871,4709390474.0,668
1872,4709390474.0,955
1873,4709390474.0,717
1874,4709390474.0,853
1875,4709391044.0,1191
1876,4709390474.0,1140
1877,4709390474.0,1123
1878,4709390474.0,631
1879,4709390664.0,811
1880,4709390474.0,1064
1881,4709390664.0,789
1882,4709391044.0,992
1883,4709391044.0,822
1884,4709391234.0,798
1885,4709391044.0,520
1886,4709391044.0,1074
1887,4709390284.0,988
1888,4709391234.0,1557
1889,4709390284.0,584
1890,4709390284.0,554
1891,4709390284.0,679
1892,4709390284.0,1819
1893,4709390284.0,873
1894,4709391424.0,735
1895,4709391424.0,355
1896,4709391424.0,1111
1897,4709391424.0,711
1898,4709391424.0,780
1899,4709391424.0,719
1900,4709391424.0,494
1901,4709391424.0,625
1902,4709391424.0,587
1903,4709391424.0,913
1904,4709391424.0,794
1905,4709391424.0,757
1906,4709391424.0,624
1907,4709391424.0,677
1908,4709391614.0,572
1909,4709391614.0,606
1910,4709391614.0,414
1911,4709391614.0,463
1912,4709391614.0,292
1913,4709391614.0,893
1914,4709391614.0,719
1915,4709391614.0,848
1916,4709391614.0,760
1917,4709391614.0,767
1918,4709390664.0,449
1919,4709390664.0,974
1920,4709390664.0,470
1921,4709390664.0,515
1922,4709390854.0,1049
1923,4709390474.0,1094
1924,4709390854.0,759
1925,4709390474.0,1128
1926,4709390474.0,757
1927,4709390854.0,886
1928,4709390854.0,479
1929,4709390854.0,1142
1930,4709390664.0,763
1931,4709390664.0,522
1932,4709390854.0,317
1933,4709390854.0,1217
1934,4709390664.0,821
1935,4709390664.0,532
1936,4709390664.0,714
1937,4709390664.0,926
1938,4709390854.0,1103
1939,4709390854.0,1134
1940,4709390854.0,1112
1941,4709390854.0,1160
1942,4709390854.0,1015
1943,4709390854.0,1016
1944,4709390854.0,1054
1945,4709390854.0,865
1946,4709390854.0,413
1947,4709390854.0,1134
1948,4709390854.0,2125
1949,4709390854.0,1394
1950,4709390854.0,1014
1951,4709391044.0,934
1952,4709391044.0,705
1953,4709391044.0,410
1954,4709391044.0,1200
1955,4709390854.0,633
1956,4709391044.0,1146
1957,4709391044.0,809
1958,4709391044.0,1592
1959,4709391044.0,1151
1960,4709391044.0,827
1961,4709391044.0,1464
1962,4709391044.0,667
1963,4709391044.0,821
1964,4709391044.0,1135
1965,4709391044.0,1097
1966,4709391044.0,727
1967,4709391234.0,616
1968,4709391234.0,436
1969,4709391234.0,1137
1970,4709391234.0,918
1971,4709391234.0,453
1972,4709391234.0,669
1973,4709391234.0,1040
1974,4709391234.0,1249
1975,4709391234.0,963
1976,4709391234.0,1020
1977,4709391234.0,799
1978,4709391234.0,652
1979,4709391234.0,646
1980,4709391234.0,830
1981,4709391234.0,908
1982,4709391234.0,965
1983,4709391234.0,916
1984,4709391234.0,1549
1985,4709391234.0,1022
1986,4709391234.0,703
1987,4709391234.0,493
1988,4709391424.0,675
1989,4709391424.0,651
1990,4709391424.0,690
1991,4709391424.0,391
1992,4709391424.0,604
1993,4709391234.0,957
1994,4709391424.0,620
1995,4709391424.0,1322
1996,4709391424.0,1157
1997,4709391424.0,427
1998,4709391424.0,999
1999,4709391424.0,720
2000,4709391424.0,622
2001,4709390284.0,480
2002,4709390284.0,1012
2003,4709390094.0,341
2004,4709390094.0,474
2005,4709390094.0,644
2006,4709390094.0,650
2007,4709390094.0,720
2008,4709390094.0,991
2009,4709390094.0,250
2010,4709390094.0,626
2011,4709390094.0,1162
2012,4709390094.0,1115
2013,4709390094.0,598
2014,4709390094.0,378
2015,4709390664.0,693
2016,4709390664.0,607
2017,4709391614.0,538
2018,4709590286.0,272
2019,4709590286.0,582
2020,4709590096.0,0
2021,4709590096.0,431
2022,4709590476.0,263
2023,4709590476.0,384
2024,4709590476.0,274
2025,4709790858.0,314
2026,4716790548.0,245
2027,4709791428.0,293
2028,4709791428.0,319
2029,4709791428.0,371
2030,4709791238.0,469
2031,4709791238.0,312
2032,4709791238.0,350
2033,4709791238.0,422
2034,4709791048.0,368
2035,4709791048.0,417
2036,4709790288.0,427
2037,4709790098.0,313
2038,4709791048.0,575
2039,4709790288.0,285
2040,4709790478.0,799
2041,4709790668.0,597
2042,4709790668.0,366
2043,4709790288.0,192
2044,4709790478.0,255
2045,4709790668.0,484
2046,4709790288.0,424
2047,4709790098.0,347
2048,4709790098.0,619
2049,4709991810.0,899
2050,4709992000.0,730
2051,4709992380.0,584
2052,4709992380.0,405
2053,4709991620.0,633
2054,4709991810.0,713
2055,4709992190.0,493
2056,4709991430.0,742
2057,4709991620.0,660
2058,4709993330.0,350
2059,4709993140.0,421
2060,4709991430.0,296
2061,4709991240.0,913
2062,4709991430.0,498
2063,4709991240.0,285
2064,4709992570.0,589
2065,4709992950.0,703
2066,4709992570.0,397
2067,4709992380.0,1007
2068,4709990860.0,494
2069,4709990860.0,312
2070,4709991050.0,269
2071,4709991050.0,601
2072,4709990290.0,554
2073,4709990290.0,418
2074,4709990100.0,706
2075,4709990480.0,627
2076,4709990670.0,720
2077,4709990480.0,436
2078,4709990290.0,386
2079,4710190102.0,1042
2080,4710190862.0,807
2081,4710190482.0,381
2082,4710191052.0,517
2083,4710190482.0,525
2084,4710191432.0,606
2085,4710191242.0,878
2086,4710391054.0,408
2087,4710391244.0,263
2088,4710390294.0,456
2089,4710390294.0,451
2090,4710390294.0,333
2091,4710390294.0,386
2092,4710390864.0,276
2093,4710390864.0,385
2094,4710391054.0,953
2095,4710390864.0,429
2096,4710390864.0,727
2097,4710391054.0,555
2098,4710390484.0,441
2099,4710390484.0,584
2100,4710391244.0,735
2101,4710391244.0,545
2102,4710391244.0,657
2103,4710391434.0,878
2104,4710391434.0,812
2105,4710390674.0,388
2106,4710390104.0,621
2107,4710390674.0,1001
2108,4710390104.0,790
2109,4710390104.0,516
2110,4710590866.0,537
2111,4710590866.0,1165
2112,4710590866.0,277
2113,4710590866.0,373
2114,4710590106.0,1051
2115,4710590296.0,1075
2116,4710590296.0,291
2117,4710590296.0,455
2118,4710590296.0,347
2119,4710590296.0,968
2120,4710590866.0,981
2121,4710590296.0,779
2122,4710590866.0,615
2123,4710591056.0,568
2124,4710590296.0,367
2125,4710591056.0,1012
2126,4710590486.0,396
2127,4710590486.0,599
2128,4710590486.0,1028
2129,4710590106.0,456
2130,4710590106.0,933
2131,4710591246.0,944
2132,4710591246.0,1122
2133,4710591246.0,1024
2134,4710590106.0,514
2135,4710590676.0,497
2136,4710590106.0,508
2137,4710590106.0,402
2138,4710590106.0,920
2139,4710590676.0,524
2140,4710590676.0,583
2141,4710790298.0,1103
2142,4710790298.0,358
2143,4710790298.0,677
2144,4710790108.0,742
2145,4710790298.0,781
2146,4710790298.0,1160
2147,4710790298.0,572
2148,4710790868.0,668
2149,4710790108.0,523
2150,4710790108.0,341
2151,4710790108.0,391
2152,4710790108.0,359
2153,4710790298.0,390
2154,4710790298.0,542
2155,4710790488.0,441
2156,4710790488.0,1070
2157,4710790868.0,1131
2158,4710790868.0,523
2159,4710790868.0,612
2160,4710790488.0,733
2161,4710790488.0,513
2162,4710790488.0,326
2163,4710790488.0,686
2164,4710790678.0,288
2165,4710790678.0,503
2166,4710790678.0,604
2167,4710790678.0,822
2168,4710790488.0,524
2169,4710790678.0,802
2170,4710790678.0,338
2171,4710790108.0,757
2172,4710790868.0,925
2173,4710790868.0,715
2174,4710790868.0,472
2175,4710990490.0,425
2176,4710990490.0,737
2177,4710990300.0,516
2178,4710990110.0,485
2179,4710990110.0,397
2180,4710990110.0,625
2181,4710990680.0,486
2182,4710991250.0,360
2183,4710990300.0,369
2184,4710990870.0,403
2185,4710991060.0,641
2186,4710990680.0,833
2187,4710990490.0,704
2188,4710991060.0,514
2189,4710990870.0,338
2190,4710990870.0,413
2191,4710990870.0,789
2192,4710991250.0,733
2193,4710991250.0,601
2194,4711190302.0,720
2195,4711190492.0,655
2196,4711190112.0,572
2197,4711190492.0,501
2198,4711191442.0,708
2199,4711191442.0,1078
2200,4711190682.0,843
2201,4711190682.0,487
2202,4711191252.0,555
2203,4711191822.0,469
2204,4711190682.0,976
2205,4711191062.0,661
2206,4711190872.0,941
2207,4711390304.0,558
2208,4711390874.0,562
2209,4711390874.0,480
2210,4711391254.0,807
2211,4711391254.0,289
2212,4711390494.0,405
2213,4711390684.0,599
2214,4711390684.0,711
2215,4711391254.0,197
2216,4711390304.0,381
2217,4711390304.0,273
2218,4711390304.0,366
2219,4711390494.0,595
2220,4711390874.0,140
2221,4711390304.0,565
2222,4711390304.0,689
2223,4711390874.0,241
2224,4711390874.0,293
2225,4711390874.0,852
2226,4711390304.0,565
2227,4711390304.0,249
2228,4711390114.0,306
2229,4711390114.0,435
2230,4711390114.0,318
2231,4711390114.0,287
2232,4711391254.0,291
2233,4711390874.0,395
2234,4711390874.0,382
2235,4711390114.0,302
2236,4711390114.0,61
2237,4711390114.0,221
2238,4711390114.0,298
2239,4711390114.0,228
2240,4711390114.0,403
2241,4711391064.0,693
2242,4711391444.0,893
2243,4711391064.0,886
2244,4711391254.0,362
2245,4711391254.0,445
2246,4711391444.0,304
2247,4711391444.0,555
2248,4711390874.0,609
2249,4711391824.0,1196
2250,4711391824.0,727
2251,4711391824.0,782
2252,4711391444.0,495
2253,4711391444.0,347
2254,4711391824.0,1032
2255,4711390684.0,1068
2256,4711390494.0,950
2257,4711390684.0,505
2258,4711390684.0,949
2259,4711391634.0,1645
2260,4711390684.0,806
2261,4711390684.0,528
2262,4711391634.0,238
2263,4711391824.0,1120
2264,4711391824.0,883
2265,4711391634.0,954
2266,4711391634.0,693
2267,4711391634.0,925
2268,4711391634.0,1031
2269,4711391254.0,269
2270,4711391254.0,343
2271,4711391064.0,730
2272,4711391254.0,571
2273,4711391444.0,414
2274,4711391444.0,561
2275,4711391064.0,253
2276,4711391064.0,436
2277,4711590876.0,529
2278,4711590876.0,476
2279,4711590686.0,592
2280,4711590686.0,827
2281,4711590876.0,417
2282,4711590876.0,814
2283,4711590686.0,400
2284,4711590496.0,837
2285,4711590306.0,422
2286,4711590306.0,783
2287,4711590686.0,1056
2288,4711590496.0,855
2289,4711590496.0,448
2290,4711590306.0,451
2291,4711590116.0,552
2292,4711590116.0,842
2293,4711590116.0,393
2294,4711590306.0,509
2295,4711590116.0,693
2296,4711790118.0,853
2297,4711790118.0,470
2298,4711790308.0,1064
2299,4711791068.0,453
2300,4711791068.0,700
2301,4711791448.0,934
2302,4711790498.0,558
2303,4711791448.0,535
2304,4711791638.0,1144
2305,4711791638.0,769
2306,4711791258.0,441
2307,4711791068.0,845
2308,4711791258.0,404
2309,4711791638.0,658
2310,4711791638.0,486
2311,4711790878.0,619
2312,4711790498.0,652
2313,4711790688.0,447
2314,4711790688.0,674
2315,4711991070.0,581
2316,4711991260.0,417
2317,4711991260.0,491
2318,4711991070.0,754
2319,4711991070.0,1225
2320,4711992020.0,653
2321,4711992020.0,4716
2322,4711990880.0,1228
2323,4711992020.0,1438
2324,4711991450.0,1119
2325,4711990120.0,733
2326,4711990500.0,390
2327,4711990880.0,968
2328,4711990120.0,609
2329,4711990500.0,197
2330,4711990500.0,271
2331,4711991450.0,839
2332,4711990500.0,296
2333,4711990500.0,329
2334,4711990120.0,651
2335,4711990120.0,442
2336,4711990500.0,334
2337,4711990120.0,290
2338,4711990120.0,319
2339,4711990310.0,447
2340,4711990310.0,551
2341,4711990310.0,379
2342,4711990310.0,391
2343,4711990310.0,348
2344,4711990690.0,618
2345,4711990310.0,822
2346,4711991260.0,794
2347,4711990690.0,1486
2348,4711990690.0,576
2349,4711991260.0,712
2350,4711991260.0,652
2351,4711991830.0,444
2352,4711991260.0,644
2353,4711991640.0,1155
2354,4711991640.0,504
2355,4711991830.0,499
2356,4711991830.0,519
2357,4711991640.0,733
2358,4711990310.0,654
2359,4711991640.0,662
2360,4711991640.0,698
2361,4711990500.0,563
2362,4711991450.0,946
2363,4711991450.0,652
2364,4711991640.0,845
2365,4712190882.0,611
2366,4712190692.0,730
2367,4712190692.0,759
2368,4712190502.0,1226
2369,4712190312.0,602
2370,4712190122.0,1006
2371,4712390504.0,924
2372,4712390314.0,788
2373,4712390694.0,680
2374,4712390694.0,875
2375,4712390124.0,544
2376,4712390124.0,1042
2377,4712390124.0,585
2378,4712390124.0,943
2379,4712390124.0,1091
2380,4712390124.0,305
2381,4712390124.0,525
2382,4712390314.0,480
2383,4712390314.0,423
2384,4712390314.0,531
2385,4712390314.0,367
2386,4712390314.0,807
2387,4712390504.0,375
2388,4712390314.0,512
2389,4712390314.0,534
2390,4712390314.0,677
2391,4712390504.0,978
2392,4712390504.0,925
